,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,Write-In cells: 137,,,,,,,,,,,,,,
2,Overvote cells: 256,,,,,,,,,,,,,,
3,Steven B. Raga: 0,,,,,,,,,,,,,,
4,Ebony R. Young: 1,,,,,,,,,,,,,,
5,Julie Won: 2,,,,,,,,,,,,,,
6,Denise M. Keehan-Smith: 3,,,,,,,,,,,,,,
7,Badrun Khan: 4,,,,,,,,,,,,,,
8,Glennis E. Gomez: 5,,,,,,,,,,,,,,
9,Brent O'Leary: 6,,,,,,,,,,,,,,
10,Emily E. Sharpe: 7,,,,,,,,,,,,,,
11,Julia L. Forman: 8,,,,,,,,,,,,,,
12,Amit S. Bagga: 9,,,,,,,,,,,,,,
13,Sultan Al Maruf: 10,,,,,,,,,,,,,,
14,Hailie Kim: 11,,,,,,,,,,,,,,
15,Jesse Laymon: 12,,,,,,,,,,,,,,
16,Jonathan Bailey: 13,,,,,,,,,,,,,,
17,Lorenzo Brea: 14,,,,,,,,,,,,,,
182133,12,2.0,14.0,11.0,1.0,,,,,,,,,,
182134,2,9.0,6.0,13.0,11.0,,,,,,,,,,
182135,2,11.0,8.0,7.0,1.0,,,,,,,,,,
182136,8,6.0,9.0,7.0,3.0,,,,,,,,,,
182137,8,3.0,5.0,,,,,,,,,,,,
182138,9,2.0,13.0,,,,,,,,,,,,
182139,0,,,,,,,,,,,,,,
182140,2,8.0,11.0,13.0,7.0,,,,,,,,,,
182141,1,3.0,5.0,7.0,9.0,,,,,,,,,,
182142,0,6.0,3.0,2.0,8.0,,,,,,,,,,
182143,3,6.0,8.0,0.0,11.0,,,,,,,,,,
182144,4,11.0,0.0,9.0,2.0,,,,,,,,,,
182145,10,2.0,12.0,8.0,1.0,,,,,,,,,,
182146,4,12.0,,,,,,,,,,,,,
182147,3,8.0,5.0,12.0,0.0,,,,,,,,,,
182148,2,,,,,,,,,,,,,,
182149,12,6.0,0.0,10.0,14.0,,,,,,,,,,
182150,4,10.0,8.0,7.0,11.0,,,,,,,,,,
182151,13,,,,,,,,,,,,,,
182153,1,7.0,6.0,13.0,8.0,,,,,,,,,,
182154,2,13.0,0.0,,,,,,,,,,,,
182155,2,,,,,,,,,,,,,,
182156,2,4.0,11.0,5.0,13.0,,,,,,,,,,
182157,0,12.0,11.0,2.0,10.0,,,,,,,,,,
182158,0,,,,,,,,,,,,,,
182159,9,2.0,,,,,,,,,,,,,
182161,8,,,,,,,,,,,,,,
182162,2,8.0,11.0,,,,,,,,,,,,
182163,8,7.0,3.0,2.0,5.0,,,,,,,,,,
182164,3,9.0,8.0,6.0,12.0,,,,,,,,,,
182165,9,14.0,,,,,,,,,,,,,
182166,8,11.0,2.0,1.0,6.0,,,,,,,,,,
182167,9,7.0,6.0,2.0,,,,,,,,,,,
182170,8,12.0,5.0,,,,,,,,,,,,
182171,10,4.0,2.0,8.0,6.0,,,,,,,,,,
182173,4,,,,,,,,,,,,,,
182174,3,8.0,1.0,5.0,6.0,,,,,,,,,,
182175,11,2.0,4.0,,,,,,,,,,,,
182176,6,9.0,7.0,2.0,8.0,,,,,,,,,,
182177,9,6.0,13.0,,,,,,,,,,,,
182178,2,,,,,,,,,,,,,,
182179,3,6.0,13.0,4.0,11.0,,,,,,,,,,
182180,2,4.0,0.0,5.0,11.0,,,,,,,,,,
182181,11,,,,,,,,,,,,,,
182182,12,9.0,,,,,,,,,,,,,
182183,9,4.0,13.0,5.0,7.0,,,,,,,,,,
182184,6,,,,,,,,,,,,,,
182185,2,9.0,11.0,8.0,12.0,,,,,,,,,,
182186,13,5.0,8.0,6.0,12.0,,,,,,,,,,
182187,2,9.0,,,,,,,,,,,,,
182188,10,4.0,2.0,5.0,8.0,,,,,,,,,,
182189,2,,,,,,,,,,,,,,
182190,1,4.0,9.0,14.0,8.0,,,,,,,,,,
182191,1,11.0,2.0,7.0,8.0,,,,,,,,,,
182192,1,5.0,8.0,7.0,3.0,,,,,,,,,,
182193,2,11.0,8.0,9.0,1.0,,,,,,,,,,
182194,5,,,,,,,,,,,,,,
182195,8,,,,,,,,,,,,,,
182196,2,11.0,8.0,9.0,12.0,,,,,,,,,,
182197,9,0.0,,,,,,,,,,,,,
182198,8,2.0,6.0,3.0,7.0,,,,,,,,,,
182199,0,12.0,5.0,8.0,1.0,,,,,,,,,,
182200,9,,,,,,,,,,,,,,
182201,2,,,,,,,,,,,,,,
182202,1,2.0,9.0,0.0,11.0,,,,,,,,,,
182203,8,9.0,,,,,,,,,,,,,
182204,2,1.0,11.0,12.0,8.0,,,,,,,,,,
182205,7,14.0,8.0,,,,,,,,,,,,
182206,11,2.0,1.0,8.0,4.0,,,,,,,,,,
182207,13,12.0,5.0,14.0,,,,,,,,,,,
182208,12,2.0,,,,,,,,,,,,,
182209,9,,,,,,,,,,,,,,
182210,8,5.0,6.0,13.0,0.0,,,,,,,,,,
182211,7,12.0,8.0,,,,,,,,,,,,
182212,13,8.0,2.0,3.0,6.0,,,,,,,,,,
182213,2,0.0,12.0,8.0,3.0,,,,,,,,,,
183185,9,10.0,2.0,11.0,13.0,,,,,,,,,,
183186,6,,,,,,,,,,,,,,
183188,2,8.0,7.0,6.0,12.0,,,,,,,,,,
183189,11,12.0,5.0,9.0,8.0,,,,,,,,,,
183190,0,,,,,,,,,,,,,,
183191,6,11.0,4.0,0.0,,,,,,,,,,,
183192,2,11.0,5.0,,,,,,,,,,,,
183193,6,13.0,8.0,,,,,,,,,,,,
183194,2,11.0,8.0,4.0,10.0,,,,,,,,,,
183195,6,0.0,7.0,13.0,,,,,,,,,,,
183196,2,6.0,,,,,,,,,,,,,
183197,10,4.0,9.0,,,,,,,,,,,,
183199,2,6.0,8.0,5.0,0.0,,,,,,,,,,
183200,3,6.0,11.0,,,,,,,,,,,,
183202,3,,,,,,,,,,,,,,
183203,3,,,,,,,,,,,,,,
183205,1,4.0,12.0,9.0,10.0,,,,,,,,,,
183206,8,12.0,7.0,14.0,13.0,,,,,,,,,,
183207,9,2.0,6.0,12.0,11.0,,,,,,,,,,
183209,12,,,,,,,,,,,,,,
183210,0,1.0,9.0,3.0,8.0,,,,,,,,,,
183211,2,9.0,0.0,11.0,8.0,,,,,,,,,,
183213,0,,,,,,,,,,,,,,
183214,12,0.0,,,,,,,,,,,,,
183215,8,11.0,2.0,0.0,,,,,,,,,,,
183216,5,2.0,11.0,8.0,4.0,,,,,,,,,,
183217,4,10.0,8.0,2.0,11.0,,,,,,,,,,
183218,10,,,,,,,,,,,,,,
183219,3,6.0,,,,,,,,,,,,,
183220,5,,,,,,,,,,,,,,
183221,12,6.0,0.0,4.0,,,,,,,,,,,
183222,8,2.0,0.0,3.0,6.0,,,,,,,,,,
183223,2,,,,,,,,,,,,,,
183224,9,10.0,,,,,,,,,,,,,
183225,8,11.0,13.0,,,,,,,,,,,,
183226,2,9.0,8.0,1.0,13.0,,,,,,,,,,
183227,13,8.0,12.0,11.0,,,,,,,,,,,
183228,11,14.0,6.0,13.0,10.0,,,,,,,,,,
183229,11,9.0,13.0,8.0,5.0,,,,,,,,,,
183230,9,13.0,12.0,2.0,11.0,,,,,,,,,,
183231,9,,,,,,,,,,,,,,
183232,1,8.0,0.0,6.0,13.0,,,,,,,,,,
183233,10,3.0,4.0,,,,,,,,,,,,
183234,3,,,,,,,,,,,,,,
183235,2,11.0,,,,,,,,,,,,,
183236,2,8.0,6.0,13.0,11.0,,,,,,,,,,
183237,12,9.0,13.0,14.0,0.0,,,,,,,,,,
183238,12,11.0,13.0,2.0,0.0,,,,,,,,,,
183239,1,3.0,6.0,7.0,8.0,,,,,,,,,,
183240,6,5.0,8.0,,,,,,,,,,,,
183241,7,13.0,8.0,9.0,2.0,,,,,,,,,,
183242,14,8.0,1.0,5.0,13.0,,,,,,,,,,
183243,11,2.0,,,,,,,,,,,,,
183244,9,2.0,0.0,10.0,4.0,,,,,,,,,,
183248,8,14.0,,,,,,,,,,,,,
183249,4,9.0,11.0,1.0,5.0,,,,,,,,,,
183251,2,11.0,0.0,6.0,12.0,,,,,,,,,,
183252,10,9.0,5.0,2.0,,,,,,,,,,,
183253,2,4.0,7.0,1.0,0.0,,,,,,,,,,
183254,2,,,,,,,,,,,,,,
183255,11,2.0,7.0,8.0,5.0,,,,,,,,,,
183256,13,6.0,11.0,3.0,0.0,,,,,,,,,,
183257,2,1.0,11.0,12.0,13.0,,,,,,,,,,
183258,2,13.0,9.0,1.0,12.0,,,,,,,,,,
183259,2,11.0,8.0,9.0,,,,,,,,,,,
183260,2,4.0,13.0,9.0,6.0,,,,,,,,,,
183261,13,9.0,2.0,8.0,6.0,,,,,,,,,,
183262,7,8.0,3.0,5.0,0.0,,,,,,,,,,
183263,4,,,,,,,,,,,,,,
183265,2,9.0,5.0,12.0,7.0,,,,,,,,,,
183266,8,2.0,,,,,,,,,,,,,
183268,4,,,,,,,,,,,,,,
183269,1,,,,,,,,,,,,,,
183270,5,8.0,12.0,,,,,,,,,,,,
183271,4,9.0,10.0,6.0,0.0,,,,,,,,,,
183272,2,11.0,10.0,,,,,,,,,,,,
183273,3,0.0,2.0,,,,,,,,,,,,
183274,8,,,,,,,,,,,,,,
183275,12,2.0,13.0,11.0,6.0,,,,,,,,,,
183276,9,8.0,12.0,2.0,,,,,,,,,,,
183278,1,,,,,,,,,,,,,,
183279,6,1.0,,,,,,,,,,,,,
183280,2,11.0,1.0,4.0,,,,,,,,,,,
183281,2,8.0,,,,,,,,,,,,,
183282,9,0.0,11.0,12.0,14.0,,,,,,,,,,
183284,5,13.0,2.0,7.0,8.0,,,,,,,,,,
183285,2,11.0,0.0,,,,,,,,,,,,
183286,9,12.0,0.0,13.0,,,,,,,,,,,
183287,4,10.0,9.0,,,,,,,,,,,,
183288,0,,,,,,,,,,,,,,
183290,2,,,,,,,,,,,,,,
183291,5,13.0,4.0,,,,,,,,,,,,
183292,2,11.0,9.0,8.0,1.0,,,,,,,,,,
183293,8,2.0,,,,,,,,,,,,,
183294,9,,,,,,,,,,,,,,
183295,1,,,,,,,,,,,,,,
183296,9,0.0,2.0,,,,,,,,,,,,
183297,9,12.0,2.0,11.0,3.0,,,,,,,,,,
183298,2,6.0,,,,,,,,,,,,,
183300,2,,,,,,,,,,,,,,
183301,3,,,,,,,,,,,,,,
183302,9,12.0,2.0,,,,,,,,,,,,
183303,9,2.0,11.0,,,,,,,,,,,,
183304,6,5.0,3.0,9.0,,,,,,,,,,,
183305,0,2.0,11.0,1.0,13.0,,,,,,,,,,
183306,2,3.0,,,,,,,,,,,,,
183307,8,1.0,2.0,11.0,,,,,,,,,,,
183308,4,8.0,10.0,9.0,2.0,,,,,,,,,,
183309,3,6.0,,,,,,,,,,,,,
183310,12,1.0,4.0,8.0,,,,,,,,,,,
183311,11,,,,,,,,,,,,,,
183313,1,7.0,2.0,5.0,13.0,,,,,,,,,,
183314,9,,,,,,,,,,,,,,
183315,0,,,,,,,,,,,,,,
183316,10,4.0,6.0,8.0,7.0,,,,,,,,,,
183317,0,,,,,,,,,,,,,,
183318,4,10.0,,,,,,,,,,,,,
183319,5,8.0,2.0,,,,,,,,,,,,
183320,13,0.0,2.0,,,,,,,,,,,,
183321,2,,,,,,,,,,,,,,
183322,11,4.0,6.0,8.0,12.0,,,,,,,,,,
183324,2,9.0,0.0,11.0,1.0,,,,,,,,,,
183325,12,,,,,,,,,,,,,,
183326,9,12.0,2.0,13.0,11.0,,,,,,,,,,
183327,8,1.0,9.0,7.0,2.0,,,,,,,,,,
183328,9,3.0,1.0,,,,,,,,,,,,
183329,6,2.0,7.0,1.0,,,,,,,,,,,
183330,11,2.0,6.0,1.0,4.0,,,,,,,,,,
183332,9,8.0,3.0,2.0,11.0,,,,,,,,,,
183333,14,8.0,,,,,,,,,,,,,
183334,0,3.0,,,,,,,,,,,,,
183335,9,4.0,10.0,13.0,8.0,,,,,,,,,,
183336,13,0.0,14.0,,,,,,,,,,,,
183337,9,,,,,,,,,,,,,,
183339,0,9.0,2.0,,,,,,,,,,,,
183340,2,,,,,,,,,,,,,,
183341,6,3.0,8.0,2.0,12.0,,,,,,,,,,
183342,4,12.0,,,,,,,,,,,,,
183343,11,,,,,,,,,,,,,,
183344,6,9.0,0.0,10.0,1.0,,,,,,,,,,
183346,0,13.0,8.0,6.0,1.0,,,,,,,,,,
183347,2,,,,,,,,,,,,,,
183348,8,7.0,13.0,14.0,0.0,,,,,,,,,,
183349,11,2.0,3.0,,,,,,,,,,,,
183350,9,,,,,,,,,,,,,,
183351,9,13.0,3.0,12.0,7.0,,,,,,,,,,
183352,1,,,,,,,,,,,,,,
183353,8,3.0,,,,,,,,,,,,,
183354,3,7.0,11.0,2.0,0.0,,,,,,,,,,
183355,9,2.0,13.0,11.0,8.0,,,,,,,,,,
183357,8,7.0,11.0,3.0,14.0,,,,,,,,,,
183358,5,8.0,1.0,3.0,4.0,,,,,,,,,,
183359,9,12.0,,,,,,,,,,,,,
183360,9,13.0,8.0,6.0,7.0,,,,,,,,,,
183361,11,9.0,6.0,2.0,8.0,,,,,,,,,,
183362,13,,,,,,,,,,,,,,
183363,6,,,,,,,,,,,,,,
183364,4,9.0,10.0,5.0,14.0,,,,,,,,,,
183365,4,10.0,,,,,,,,,,,,,
183366,9,,,,,,,,,,,,,,
183367,9,2.0,12.0,8.0,6.0,,,,,,,,,,
183369,3,4.0,2.0,6.0,12.0,,,,,,,,,,
183370,12,0.0,,,,,,,,,,,,,
183371,13,6.0,2.0,0.0,12.0,,,,,,,,,,
183372,5,14.0,12.0,2.0,,,,,,,,,,,
183373,9,2.0,12.0,11.0,4.0,,,,,,,,,,
183374,13,5.0,3.0,11.0,8.0,,,,,,,,,,
183375,12,7.0,14.0,5.0,13.0,,,,,,,,,,
183376,13,,,,,,,,,,,,,,
183377,10,,,,,,,,,,,,,,
183378,3,6.0,1.0,0.0,8.0,,,,,,,,,,
183379,2,,,,,,,,,,,,,,
183380,13,,,,,,,,,,,,,,
183381,11,2.0,14.0,0.0,,,,,,,,,,,
183383,6,8.0,14.0,0.0,1.0,,,,,,,,,,
183384,2,1.0,11.0,4.0,8.0,,,,,,,,,,
183385,2,8.0,4.0,11.0,5.0,,,,,,,,,,
183387,13,1.0,9.0,11.0,2.0,,,,,,,,,,
183388,3,,,,,,,,,,,,,,
183389,0,3.0,,,,,,,,,,,,,
183390,11,3.0,9.0,1.0,12.0,,,,,,,,,,
183391,4,10.0,6.0,,,,,,,,,,,,
183392,2,9.0,12.0,,,,,,,,,,,,
183393,14,13.0,0.0,10.0,8.0,,,,,,,,,,
183394,5,3.0,2.0,,,,,,,,,,,,
183395,3,,,,,,,,,,,,,,
183396,1,11.0,2.0,8.0,12.0,,,,,,,,,,
183398,2,,,,,,,,,,,,,,
183399,8,1.0,11.0,3.0,5.0,,,,,,,,,,
183400,7,8.0,3.0,,,,,,,,,,,,
183402,9,,,,,,,,,,,,,,
183403,11,1.0,2.0,12.0,,,,,,,,,,,
183404,11,8.0,2.0,,,,,,,,,,,,
183406,9,,,,,,,,,,,,,,
183407,4,10.0,9.0,,,,,,,,,,,,
184293,2,11.0,4.0,,,,,,,,,,,,
184294,13,8.0,12.0,1.0,4.0,,,,,,,,,,
184295,6,7.0,1.0,8.0,12.0,,,,,,,,,,
184297,3,9.0,6.0,,,,,,,,,,,,
184298,4,0.0,10.0,9.0,2.0,,,,,,,,,,
184299,13,7.0,12.0,3.0,0.0,,,,,,,,,,
184300,2,8.0,,,,,,,,,,,,,
184301,2,,,,,,,,,,,,,,
184302,0,2.0,4.0,3.0,8.0,,,,,,,,,,
184303,2,1.0,11.0,7.0,8.0,,,,,,,,,,
184304,0,13.0,3.0,,,,,,,,,,,,
184305,4,10.0,,,,,,,,,,,,,
184306,2,11.0,12.0,14.0,5.0,,,,,,,,,,
184307,6,8.0,12.0,3.0,2.0,,,,,,,,,,
184308,2,1.0,,,,,,,,,,,,,
184310,8,,,,,,,,,,,,,,
184311,8,,,,,,,,,,,,,,
184312,13,8.0,1.0,7.0,2.0,,,,,,,,,,
184313,4,6.0,8.0,,,,,,,,,,,,
184314,14,,,,,,,,,,,,,,
184315,6,3.0,4.0,1.0,,,,,,,,,,,
184316,12,8.0,9.0,11.0,7.0,,,,,,,,,,
184317,9,8.0,0.0,12.0,5.0,,,,,,,,,,
184319,5,2.0,1.0,,,,,,,,,,,,
184320,13,9.0,2.0,11.0,3.0,,,,,,,,,,
184321,4,10.0,,,,,,,,,,,,,
184322,13,2.0,1.0,7.0,14.0,,,,,,,,,,
184323,2,13.0,11.0,8.0,6.0,,,,,,,,,,
184324,7,2.0,,,,,,,,,,,,,
184325,11,2.0,8.0,7.0,13.0,,,,,,,,,,
184326,3,,,,,,,,,,,,,,
184327,4,9.0,2.0,1.0,10.0,,,,,,,,,,
184328,1,3.0,6.0,2.0,7.0,,,,,,,,,,
184329,10,,,,,,,,,,,,,,
184330,6,13.0,2.0,7.0,8.0,,,,,,,,,,
184331,9,12.0,13.0,8.0,,,,,,,,,,,
184332,8,,,,,,,,,,,,,,
184333,6,8.0,12.0,3.0,2.0,,,,,,,,,,
184334,6,3.0,,,,,,,,,,,,,
184337,4,8.0,10.0,2.0,12.0,,,,,,,,,,
184338,2,11.0,8.0,10.0,9.0,,,,,,,,,,
184339,2,,,,,,,,,,,,,,
184340,8,,,,,,,,,,,,,,
184341,9,0.0,1.0,8.0,2.0,,,,,,,,,,
184342,4,10.0,,,,,,,,,,,,,
184343,4,,,,,,,,,,,,,,
184344,3,1.0,5.0,6.0,2.0,,,,,,,,,,
184346,2,8.0,9.0,0.0,,,,,,,,,,,
184347,12,0.0,13.0,9.0,5.0,,,,,,,,,,
184348,12,11.0,2.0,5.0,1.0,,,,,,,,,,
184350,3,,,,,,,,,,,,,,
184351,5,8.0,,,,,,,,,,,,,
184352,2,,,,,,,,,,,,,,
184353,4,10.0,9.0,,,,,,,,,,,,
184354,9,3.0,,,,,,,,,,,,,
184355,9,2.0,11.0,13.0,12.0,,,,,,,,,,
184356,12,5.0,14.0,3.0,9.0,,,,,,,,,,
184357,9,4.0,,,,,,,,,,,,,
184358,9,4.0,6.0,12.0,10.0,,,,,,,,,,
184359,1,,,,,,,,,,,,,,
184361,12,,,,,,,,,,,,,,
184362,4,,,,,,,,,,,,,,
184364,13,5.0,14.0,,,,,,,,,,,,
184365,0,,,,,,,,,,,,,,
184366,2,4.0,13.0,9.0,6.0,,,,,,,,,,
184367,13,2.0,11.0,12.0,8.0,,,,,,,,,,
184368,2,13.0,9.0,11.0,8.0,,,,,,,,,,
184369,3,9.0,2.0,8.0,7.0,,,,,,,,,,
184370,6,0.0,13.0,2.0,1.0,,,,,,,,,,
184372,9,4.0,13.0,8.0,,,,,,,,,,,
184373,6,13.0,2.0,7.0,0.0,,,,,,,,,,
184374,0,,,,,,,,,,,,,,
184377,3,6.0,8.0,2.0,9.0,,,,,,,,,,
184379,2,1.0,12.0,13.0,,,,,,,,,,,
184380,9,12.0,6.0,,,,,,,,,,,,
184381,10,4.0,,,,,,,,,,,,,
184382,13,8.0,1.0,4.0,11.0,,,,,,,,,,
184384,1,3.0,,,,,,,,,,,,,
184385,2,,,,,,,,,,,,,,
184387,2,11.0,,,,,,,,,,,,,
184388,2,9.0,10.0,8.0,7.0,,,,,,,,,,
184389,9,2.0,12.0,11.0,6.0,,,,,,,,,,
184390,12,0.0,,,,,,,,,,,,,
184391,9,,,,,,,,,,,,,,
184392,4,9.0,,,,,,,,,,,,,
184393,9,,,,,,,,,,,,,,
184394,2,9.0,11.0,13.0,8.0,,,,,,,,,,
184396,5,1.0,8.0,12.0,6.0,,,,,,,,,,
184397,4,10.0,2.0,,,,,,,,,,,,
184398,9,10.0,11.0,1.0,4.0,,,,,,,,,,
184399,9,2.0,12.0,,,,,,,,,,,,
184400,6,0.0,2.0,12.0,13.0,,,,,,,,,,
184401,3,6.0,,,,,,,,,,,,,
184402,5,14.0,3.0,8.0,9.0,,,,,,,,,,
184403,11,0.0,2.0,7.0,12.0,,,,,,,,,,
184404,2,11.0,8.0,9.0,12.0,,,,,,,,,,
184405,13,9.0,11.0,12.0,6.0,,,,,,,,,,
184406,9,8.0,11.0,,,,,,,,,,,,
184407,4,,,,,,,,,,,,,,
184408,8,1.0,11.0,3.0,,,,,,,,,,,
184410,6,11.0,4.0,0.0,,,,,,,,,,,
184411,4,10.0,8.0,2.0,1.0,,,,,,,,,,
184412,9,3.0,8.0,12.0,0.0,,,,,,,,,,
184413,6,3.0,,,,,,,,,,,,,
184414,8,6.0,5.0,11.0,4.0,,,,,,,,,,
184415,10,4.0,1.0,8.0,12.0,,,,,,,,,,
184416,4,,,,,,,,,,,,,,
184418,7,2.0,6.0,1.0,12.0,,,,,,,,,,
184419,4,10.0,,,,,,,,,,,,,
184421,3,9.0,2.0,0.0,7.0,,,,,,,,,,
184422,9,12.0,2.0,6.0,11.0,,,,,,,,,,
184423,10,,,,,,,,,,,,,,
184424,3,2.0,,,,,,,,,,,,,
184426,4,1.0,3.0,,,,,,,,,,,,
184427,11,2.0,0.0,,,,,,,,,,,,
184429,6,3.0,11.0,9.0,0.0,,,,,,,,,,
184430,2,6.0,13.0,12.0,,,,,,,,,,,
184433,0,,,,,,,,,,,,,,
184434,3,12.0,,,,,,,,,,,,,
184435,8,1.0,,,,,,,,,,,,,
184436,6,13.0,3.0,8.0,5.0,,,,,,,,,,
184438,4,10.0,9.0,1.0,5.0,,,,,,,,,,
184440,1,4.0,14.0,5.0,6.0,,,,,,,,,,
184441,9,13.0,,,,,,,,,,,,,
184444,8,6.0,,,,,,,,,,,,,
184446,2,8.0,11.0,,,,,,,,,,,,
184447,4,10.0,9.0,1.0,8.0,,,,,,,,,,
184448,9,6.0,,,,,,,,,,,,,
184449,2,11.0,,,,,,,,,,,,,
184450,9,14.0,,,,,,,,,,,,,
184451,11,6.0,,,,,,,,,,,,,
184452,9,6.0,11.0,2.0,3.0,,,,,,,,,,
184453,2,,,,,,,,,,,,,,
184454,0,2.0,11.0,14.0,3.0,,,,,,,,,,
184455,0,3.0,,,,,,,,,,,,,
184456,2,,,,,,,,,,,,,,
184458,13,9.0,0.0,,,,,,,,,,,,
184459,2,11.0,,,,,,,,,,,,,
184460,3,,,,,,,,,,,,,,
184461,9,,,,,,,,,,,,,,
184462,9,,,,,,,,,,,,,,
184463,0,,,,,,,,,,,,,,
184464,9,4.0,10.0,0.0,2.0,,,,,,,,,,
184465,6,0.0,12.0,,,,,,,,,,,,
184466,2,9.0,4.0,1.0,8.0,,,,,,,,,,
184467,9,13.0,12.0,2.0,11.0,,,,,,,,,,
184468,8,,,,,,,,,,,,,,
184469,12,,,,,,,,,,,,,,
184470,10,,,,,,,,,,,,,,
184471,0,6.0,2.0,,,,,,,,,,,,
184472,13,8.0,2.0,12.0,11.0,,,,,,,,,,
184473,9,8.0,11.0,2.0,5.0,,,,,,,,,,
184474,6,0.0,12.0,2.0,11.0,,,,,,,,,,
184476,6,2.0,11.0,1.0,12.0,,,,,,,,,,
184477,8,2.0,14.0,5.0,9.0,,,,,,,,,,
184478,3,6.0,1.0,0.0,8.0,,,,,,,,,,
184479,13,9.0,11.0,8.0,2.0,,,,,,,,,,
184480,6,13.0,11.0,3.0,,,,,,,,,,,
184481,9,2.0,13.0,11.0,6.0,,,,,,,,,,
184482,8,10.0,,,,,,,,,,,,,
184483,12,2.0,9.0,5.0,7.0,,,,,,,,,,
184484,9,0.0,11.0,6.0,,,,,,,,,,,
184485,4,10.0,,,,,,,,,,,,,
184486,11,2.0,9.0,,,,,,,,,,,,
184487,6,13.0,,,,,,,,,,,,,
184488,12,2.0,11.0,1.0,5.0,,,,,,,,,,
184489,6,2.0,8.0,,,,,,,,,,,,
184491,11,2.0,9.0,12.0,1.0,,,,,,,,,,
184492,9,,,,,,,,,,,,,,
184493,1,8.0,0.0,6.0,13.0,,,,,,,,,,
184494,2,11.0,4.0,,,,,,,,,,,,
184495,4,10.0,9.0,13.0,12.0,,,,,,,,,,
184496,11,,,,,,,,,,,,,,
184498,2,,,,,,,,,,,,,,
184499,6,2.0,8.0,7.0,,,,,,,,,,,
184500,3,2.0,11.0,1.0,7.0,,,,,,,,,,
184502,9,12.0,,,,,,,,,,,,,
184503,4,,,,,,,,,,,,,,
184504,6,7.0,9.0,13.0,8.0,,,,,,,,,,
184506,1,2.0,10.0,,,,,,,,,,,,
184507,2,13.0,0.0,5.0,7.0,,,,,,,,,,
184508,9,13.0,2.0,,,,,,,,,,,,
184509,2,12.0,9.0,13.0,11.0,,,,,,,,,,
184510,2,11.0,1.0,0.0,8.0,,,,,,,,,,
184512,4,10.0,1.0,2.0,14.0,,,,,,,,,,
184513,11,1.0,2.0,8.0,4.0,,,,,,,,,,
184514,3,6.0,4.0,0.0,7.0,,,,,,,,,,
184515,3,,,,,,,,,,,,,,
184516,11,2.0,6.0,13.0,,,,,,,,,,,
185129,4,11.0,10.0,,,,,,,,,,,,
185130,6,13.0,3.0,0.0,2.0,,,,,,,,,,
185131,6,2.0,7.0,9.0,,,,,,,,,,,
185132,2,7.0,13.0,8.0,6.0,,,,,,,,,,
185133,10,4.0,8.0,2.0,7.0,,,,,,,,,,
185134,2,9.0,8.0,13.0,14.0,,,,,,,,,,
185135,2,,,,,,,,,,,,,,
185136,11,2.0,8.0,13.0,6.0,,,,,,,,,,
185137,2,11.0,6.0,,,,,,,,,,,,
185138,3,6.0,7.0,8.0,0.0,,,,,,,,,,
185139,9,2.0,,,,,,,,,,,,,
185140,9,,,,,,,,,,,,,,
185141,0,,,,,,,,,,,,,,
185142,10,4.0,2.0,6.0,0.0,,,,,,,,,,
185143,7,2.0,11.0,13.0,,,,,,,,,,,
185144,1,6.0,13.0,8.0,7.0,,,,,,,,,,
185145,5,14.0,13.0,8.0,7.0,,,,,,,,,,
185146,4,10.0,3.0,14.0,6.0,,,,,,,,,,
185147,13,8.0,2.0,11.0,12.0,,,,,,,,,,
185148,6,,,,,,,,,,,,,,
185149,9,12.0,4.0,13.0,,,,,,,,,,,
185150,7,,,,,,,,,,,,,,
185151,7,6.0,2.0,1.0,,,,,,,,,,,
185152,13,6.0,9.0,2.0,14.0,,,,,,,,,,
185153,6,13.0,9.0,14.0,2.0,,,,,,,,,,
185154,8,2.0,14.0,0.0,12.0,,,,,,,,,,
185155,6,8.0,,,,,,,,,,,,,
185156,9,0.0,1.0,8.0,4.0,,,,,,,,,,
185158,7,1.0,13.0,,,,,,,,,,,,
185159,6,3.0,,,,,,,,,,,,,
185160,2,13.0,6.0,12.0,8.0,,,,,,,,,,
185161,8,,,,,,,,,,,,,,
185162,9,8.0,12.0,11.0,2.0,,,,,,,,,,
185163,4,0.0,10.0,,,,,,,,,,,,
185164,4,12.0,10.0,8.0,7.0,,,,,,,,,,
185165,9,8.0,5.0,3.0,,,,,,,,,,,
185167,11,1.0,,,,,,,,,,,,,
185168,2,6.0,5.0,,,,,,,,,,,,
185169,9,2.0,11.0,10.0,4.0,,,,,,,,,,
185170,7,,,,,,,,,,,,,,
185171,8,5.0,7.0,12.0,11.0,,,,,,,,,,
185172,9,8.0,7.0,11.0,2.0,,,,,,,,,,
185174,13,12.0,2.0,9.0,6.0,,,,,,,,,,
185175,2,9.0,12.0,8.0,,,,,,,,,,,
185176,6,2.0,8.0,1.0,11.0,,,,,,,,,,
185177,2,8.0,6.0,,,,,,,,,,,,
185178,14,13.0,8.0,7.0,3.0,,,,,,,,,,
185179,1,,,,,,,,,,,,,,
185180,3,,,,,,,,,,,,,,
185181,10,4.0,6.0,,,,,,,,,,,,
185182,2,3.0,13.0,11.0,8.0,,,,,,,,,,
185183,10,9.0,13.0,0.0,7.0,,,,,,,,,,
185184,2,9.0,13.0,0.0,14.0,,,,,,,,,,
185185,6,,,,,,,,,,,,,,
